trip_id,vehicle_id,driver_id,start_time,end_time,distance_km,energy_used_kwh,avg_speed_kmh,start_soc,end_soc,start_lat,start_lon,end_lat,end_lon,region
3699,32,8,2024-06-10 12:08:47,2024-06-10 14:20:00,175.99,30.582,80.47,37.04,5,84.952318,177.450842,-4.258192,91.02837,East
3700,44,28,2023-09-29 17:59:37,2023-09-29 21:44:03,232.7,38.516,62.21,59.59,16.56,8.031955,-161.883328,12.322553,107.734508,Central
3701,43,40,2024-07-15 21:42:06,2024-07-16 00:33:55,205.97,33.884,71.92,45.24,5,-50.891792,-39.985257,-65.601438,139.316012,West
3702,21,2,2023-01-14 13:34:43,2023-01-14 16:43:14,186.42,42.67,59.33,40.5,5,-19.060268,-121.077933,63.381259,61.236089,West
3703,22,9,2024-06-07 20:55:26,2024-06-07 22:16:09,117.06,21.664,87.01,42.76,20.0,-76.126729,158.032553,-80.640683,89.545285,Central
3704,15,12,2023-04-09 18:53:02,2023-04-09 22:11:09,252.15,40.159,76.36,79.42,29.35,-47.641571,3.357018,-1.010109,177.544226,West
3705,44,1,2023-12-23 05:56:35,2023-12-23 06:04:29,11.27,1.794,85.46,61.09,59.09,-73.823017,-175.911454,-80.368273,102.998082,Central
3706,4,8,2023-09-17 20:55:43,2023-09-17 22:46:47,150.39,35.935,81.24,37.43,5,-62.68571,-64.332327,23.40279,161.206748,West
3707,26,3,2024-08-01 19:56:16,2024-08-02 02:16:04,212.12,48.672,33.51,55.8,5,-24.696964,94.60116,11.404929,173.280669,East
3708,12,27,2023-01-07 22:09:25,2023-01-07 22:35:17,14.07,2.775,32.62,56.09,51.13,85.764445,20.657713,-7.680295,113.620382,East
3709,16,17,2024-10-18 02:15:54,2024-10-18 04:46:58,143.27,28.189,56.9,59.62,12.56,-84.954799,-115.675683,-60.015448,23.703224,East
3710,16,15,2023-09-05 11:57:50,2023-09-05 13:15:09,90.26,17.063,70.03,43.46,14.97,-57.052329,-30.608842,-79.494673,-141.024856,East
3711,8,39,2023-05-26 03:54:06,2023-05-26 04:23:17,36.8,5.187,75.64,60.68,51.13,47.690795,-141.547675,3.782414,-67.689856,North
3712,19,25,2023-07-08 07:53:36,2023-07-08 11:14:45,291.24,72.284,86.87,90.07,11.16,49.934783,6.107616,-28.230611,86.129323,South
3713,29,19,2024-06-11 05:21:05,2024-06-11 07:59:13,250.37,38.787,94.99,31.49,5,-86.36934,3.544198,-54.36699,-93.186838,North
3714,36,9,2024-09-26 19:19:48,2024-09-26 22:26:42,198.93,38.237,63.86,39.51,5,-28.005329,120.81933,-63.535471,76.457325,West
3715,24,26,2024-02-23 10:34:53,2024-02-23 11:37:40,103.26,15.486,98.66,68.5,52.11,38.301963,15.795526,32.46987,-12.210819,North
3716,36,9,2023-08-14 07:49:24,2023-08-14 07:53:02,5.77,1.259,94.87,74.8,72.81,29.557174,-131.686413,-3.54453,109.864256,West
3717,48,10,2023-01-17 03:34:28,2023-01-17 05:34:21,166.1,34.878,83.13,35.61,5,-43.755128,-2.240168,-30.257888,90.59973,East
3718,29,2,2023-09-06 06:19:35,2023-09-06 07:16:39,30.37,4.968,31.93,79.77,69.63,24.507721,-29.37263,-5.591016,134.315914,North
3719,12,32,2024-11-12 12:08:18,2024-11-12 12:30:11,38.79,5.308,106.35,43.19,33.69,10.250152,40.792767,51.308537,-151.035806,East
3720,46,13,2023-07-02 02:52:14,2023-07-02 04:25:59,99.48,15.524,63.66,72.6,48.38,-23.903227,-171.704676,-30.791432,-89.731168,South
3721,43,13,2024-09-22 13:29:14,2024-09-22 13:34:22,8.79,1.182,102.57,33.7,32.23,89.939239,-156.354006,-73.735029,-96.136155,West
3722,4,34,2024-09-29 11:59:22,2024-09-29 15:41:28,180.58,34.766,48.78,65.95,6.92,53.145252,-12.442551,10.80188,87.259116,West
3723,1,20,2024-10-25 00:24:16,2024-10-25 02:42:53,248.07,51.411,107.37,41.28,5,-86.893482,174.791208,22.2776,-118.881551,East
3724,17,22,2024-06-26 22:40:58,2024-06-27 06:48:39,285.79,69.504,35.16,65.34,5,-86.140561,-95.517032,73.335569,-169.781127,South
3725,14,40,2024-06-14 10:58:36,2024-06-14 11:12:00,19.92,3.217,89.17,33.21,26.45,-61.978799,-34.820769,-63.671143,-81.358401,East
3726,17,29,2023-11-21 00:24:30,2023-11-21 03:02:44,130.29,19.602,49.4,57.14,15.87,1.969839,-17.238263,-81.54947,84.715591,South
3727,46,2,2024-02-02 13:28:52,2024-02-02 19:58:40,237.72,50.141,36.59,94.03,15.81,21.720911,25.942868,-51.002257,-158.017813,South
3728,32,34,2023-02-21 20:51:58,2023-02-21 21:51:30,107.89,17.95,108.73,79.47,53.15,89.021952,-50.618016,-52.74765,160.062817,East
3729,34,17,2024-08-20 09:07:45,2024-08-20 13:45:11,140.11,30.283,30.3,52.59,5,4.489895,-94.750072,-36.657137,27.955757,West
3730,6,6,2023-01-29 05:20:58,2023-01-29 08:49:45,293.95,62.0,84.47,91.55,5,-29.058456,-30.798858,-51.862758,-94.508055,Central
3731,18,1,2024-10-31 13:10:45,2024-10-31 15:50:30,185.8,34.14,69.78,43.18,5,2.186336,27.703035,-55.029551,1.238872,South
3732,37,19,2023-04-19 08:37:14,2023-04-19 09:02:58,32.93,5.5,76.76,38.11,32.07,-35.172081,-70.136231,-35.09879,-29.41297,North
3733,48,28,2024-04-16 00:11:31,2024-04-16 00:51:44,73.67,12.724,109.9,77.67,64.7,-41.352852,-102.094714,37.621035,-111.650188,East
3734,2,7,2023-11-11 23:44:23,2023-11-12 03:33:06,244.63,34.687,64.17,74.86,17.24,-69.270996,-150.976278,58.834176,-87.473914,North
3735,36,31,2023-11-06 05:39:09,2023-11-06 12:11:18,261.57,59.444,40.02,64.5,5,-39.950275,28.348788,-59.599455,43.784592,West
3736,16,27,2024-12-20 21:29:34,2024-12-20 22:30:27,74.68,15.684,73.58,88.89,62.71,-75.379069,21.950345,34.470819,21.679566,East
3737,2,6,2024-07-20 00:08:01,2024-07-20 02:06:30,198.15,29.599,100.33,80.85,31.68,33.973014,38.357731,32.045082,22.796347,North
3738,30,12,2024-04-04 22:00:05,2024-04-04 22:48:42,51.88,9.949,64.01,58.27,35.91,-21.597265,-16.745842,7.704644,81.493668,South
3739,50,33,2023-01-09 16:39:13,2023-01-09 18:41:22,173.11,30.753,85.02,59.09,12.91,-11.796993,-67.296408,-23.026992,126.735977,North
3740,30,21,2023-05-12 06:32:20,2023-05-12 07:07:18,60.24,14.279,103.34,69.14,37.05,-64.053476,122.853263,-40.816738,-157.079143,South
3741,39,39,2023-01-01 12:35:49,2023-01-01 14:27:06,141.82,23.848,76.46,45.72,5,27.378784,152.250888,-78.321319,178.141494,East
3742,39,7,2023-04-16 07:22:36,2023-04-16 08:38:06,100.42,14.89,79.8,61.22,35.5,31.894006,147.519946,-60.178877,1.072537,East
3743,25,39,2024-10-11 07:09:37,2024-10-11 09:58:39,151.32,23.085,53.71,65.69,41.0,-65.849681,-56.272802,55.405088,-12.036587,East
3744,40,24,2024-07-30 08:51:11,2024-07-30 11:46:43,162.0,38.915,55.37,90.08,45.91,53.597834,10.560036,-28.442511,125.651932,East
3745,22,8,2024-08-23 13:37:02,2024-08-23 14:56:58,135.04,22.897,101.36,80.75,56.7,-36.157164,80.929556,-57.382976,-16.876263,Central
3746,40,38,2023-05-27 09:21:14,2023-05-27 10:59:16,173.64,42.52,106.27,39.04,5,87.029962,-112.861975,-76.427294,140.034005,East
3747,27,26,2023-09-30 13:36:06,2023-09-30 16:55:12,241.42,50.166,72.75,58.69,5,-44.392705,-56.957771,61.798303,131.273533,South
3748,24,34,2023-11-29 20:23:16,2023-11-29 20:33:15,16.62,2.248,99.84,53.47,51.09,41.782468,-65.089065,46.89661,-160.755808,North
3749,43,12,2023-07-23 09:59:17,2023-07-23 10:58:04,84.58,20.616,86.32,41.76,16.05,-49.46206,-14.133421,52.347239,-143.175701,West
3750,40,32,2023-09-29 12:39:28,2023-09-29 14:25:40,193.64,40.104,109.39,70.72,25.2,-78.047223,-106.868512,9.922346,32.76635,East
3751,12,38,2023-06-02 09:00:12,2023-06-02 09:16:26,10.32,1.763,38.13,87.02,83.87,-64.139753,-163.012428,-4.327956,-168.478856,East
3752,1,5,2024-05-15 00:17:43,2024-05-15 01:53:30,154.62,25.207,96.85,32.35,5,71.075881,-28.834144,3.80703,0.519243,East
3753,41,2,2023-11-08 20:30:20,2023-11-08 23:04:11,200.16,30.372,78.06,39.7,5,14.000937,126.755186,24.668887,48.24198,East
3754,17,13,2023-11-13 23:03:23,2023-11-14 00:58:23,183.39,24.186,95.67,71.21,20.29,-26.711573,-57.706943,43.51056,-171.49424,South
3755,13,3,2023-01-11 14:16:10,2023-01-11 17:38:39,235.83,57.271,69.88,42.71,5,-76.693488,6.732451,-38.14594,77.96372,East
3756,19,12,2024-12-03 16:48:10,2024-12-03 18:10:03,118.54,25.392,86.85,39.03,11.31,10.094637,-12.536442,46.226618,-102.68329,South
3757,41,29,2023-10-10 07:45:32,2023-10-10 08:28:27,75.57,12.438,105.62,77.76,52.83,22.605255,-166.216167,74.487796,19.869548,East
3758,2,21,2024-01-20 08:04:43,2024-01-20 11:11:50,265.82,58.884,85.23,82.44,5,50.593559,8.010821,7.982941,74.434836,North
3759,24,26,2024-05-30 05:39:09,2024-05-30 10:30:33,288.5,64.404,59.4,56.52,5,18.320296,12.955535,-39.997158,-25.357731,North
3760,36,17,2023-02-08 14:28:10,2023-02-08 17:25:55,217.51,33.713,73.42,62.04,8.7,84.141199,172.088399,70.928104,114.421979,West
3761,46,20,2023-07-16 15:05:44,2023-07-16 21:02:08,282.22,38.91,47.51,51.47,5,-9.878552,-6.612711,-52.170628,-130.479302,South
3762,29,28,2024-11-27 04:40:48,2024-11-27 06:58:10,166.95,28.794,72.92,83.48,24.72,7.2806,-89.434264,-9.928686,-131.564483,North
3763,37,13,2024-06-01 11:55:56,2024-06-01 16:19:08,225.52,37.346,51.41,42.89,5,37.253332,-167.832961,28.456477,-36.375189,North
3764,17,23,2024-05-23 16:29:03,2024-05-23 19:04:14,166.37,29.943,64.32,40.4,5,-84.610074,-85.358246,-2.285083,-106.362476,South
3765,36,14,2023-12-04 05:38:17,2023-12-04 08:41:06,293.7,46.651,96.39,63.64,5,37.239928,14.241398,73.673062,-131.431079,West
3766,2,30,2024-01-03 04:55:38,2024-01-03 06:35:30,112.65,26.825,67.68,90.08,45.52,51.814206,-145.871508,-25.690096,-33.147184,North
3767,22,16,2023-05-04 13:14:39,2023-05-04 16:05:06,233.08,47.364,82.04,80.14,30.39,-88.675578,-127.95449,65.354473,38.19527,Central
3768,16,17,2023-08-22 14:41:07,2023-08-22 15:23:50,76.94,15.515,108.03,57.99,32.09,-63.114779,171.892684,53.345531,170.724579,East
3769,26,35,2023-01-25 14:26:30,2023-01-25 15:39:00,110.03,18.518,91.05,81.38,45.0,17.79167,-53.253337,69.527469,-29.796395,East
3770,4,24,2024-07-13 19:23:56,2024-07-13 19:43:34,14.4,2.673,43.99,47.49,42.95,-46.973515,47.978756,-45.608293,-14.694573,West
3771,1,4,2023-12-22 15:36:25,2023-12-22 17:02:56,63.14,12.781,43.78,94.08,66.71,17.41788,-73.940113,55.658068,138.678566,East
3772,15,37,2023-02-05 11:30:25,2023-02-05 14:42:35,210.6,39.762,65.75,89.45,39.87,-7.862191,67.179398,37.703247,142.03518,West
3773,12,38,2023-09-02 11:02:05,2023-09-02 11:56:34,84.54,17.37,93.08,52.45,21.38,81.580378,2.757236,-10.948403,-95.156317,East
3774,49,1,2023-07-07 17:24:42,2023-07-07 22:42:11,170.86,29.082,32.29,57.41,23.48,-29.85077,-106.180089,30.194615,102.381021,Central
3775,27,8,2023-10-03 05:30:48,2023-10-03 05:54:56,16.34,2.134,40.61,75.32,72.4,-35.139978,-100.223099,8.889309,3.169754,South
3776,26,2,2024-05-26 00:46:18,2024-05-26 01:33:57,59.57,10.199,74.99,50.26,30.22,-24.633195,130.482604,85.317614,-111.354021,East
3777,6,9,2024-12-06 22:17:54,2024-12-07 01:04:11,141.88,29.891,51.19,74.45,16.86,24.299056,159.707907,-17.504423,-105.829913,Central
3778,17,15,2024-08-06 00:08:17,2024-08-06 01:39:28,149.98,22.883,98.68,79.3,31.13,-37.048742,49.219343,15.108686,-117.117146,South
3779,9,8,2023-04-21 11:28:32,2023-04-21 12:46:21,75.51,18.821,58.21,31.9,5,7.222022,-153.849894,-21.803361,-2.374899,West
3780,13,26,2023-10-06 01:02:21,2023-10-06 01:55:43,59.47,11.666,66.86,47.17,27.92,-4.310368,26.230769,81.645916,58.649629,East
3781,49,25,2024-12-04 19:07:39,2024-12-04 19:50:06,59.04,8.037,83.43,37.22,27.84,-74.453712,-84.491207,-69.074696,179.997593,Central
3782,28,32,2023-06-23 13:18:23,2023-06-23 15:28:17,160.92,27.65,74.32,74.0,26.41,-83.856718,94.134876,-61.626699,-136.627829,Central
3783,26,6,2023-07-21 14:15:07,2023-07-21 17:13:09,191.42,38.75,64.51,32.66,5,4.578779,71.542336,-67.869017,179.471545,East
3784,45,6,2024-03-30 01:44:23,2024-03-30 03:41:57,73.48,17.505,37.5,60.98,39.02,41.321374,-104.025372,83.453407,155.310603,North
3785,24,23,2024-10-05 17:54:07,2024-10-05 19:07:22,110.46,20.374,90.46,44.29,22.73,13.524669,-143.757998,59.362794,-135.750236,North
3786,3,27,2023-04-16 09:51:48,2023-04-16 11:49:59,144.8,26.741,73.51,37.0,7.29,56.534131,-147.348472,-51.195113,-2.119575,North
3787,18,29,2023-07-14 07:41:21,2023-07-14 08:46:11,118.66,16.663,109.81,39.13,19.34,-61.70807,151.024888,-71.284473,-73.245619,South
3788,25,31,2023-10-18 22:09:05,2023-10-19 01:27:18,289.18,63.521,87.53,79.56,11.62,22.694955,73.810724,20.646272,40.464326,East
3789,32,17,2024-11-16 19:45:26,2024-11-16 20:08:39,34.94,5.622,90.26,31.87,23.63,-52.863165,124.938194,-76.425665,104.791528,East
3790,10,33,2024-08-31 14:10:18,2024-08-31 17:24:04,198.23,40.552,61.38,30.92,5,63.724623,-86.38339,-61.172433,-167.670182,North
3791,4,28,2024-03-19 12:34:59,2024-03-19 13:31:44,74.04,9.804,78.28,58.05,41.4,45.433262,-88.224203,-79.639678,47.029643,West
3792,18,40,2024-04-09 06:10:32,2024-04-09 09:04:34,104.13,25.296,35.9,78.41,48.37,-50.182613,30.531778,72.583694,42.144786,South
3793,24,22,2023-01-26 05:35:05,2023-01-26 08:02:16,215.12,41.902,87.69,83.4,39.06,52.364983,114.885701,81.278375,-61.984828,North
3794,11,27,2023-12-09 07:29:22,2023-12-09 08:15:15,72.13,17.619,94.31,91.6,54.27,-8.027511,14.952085,-41.028878,-98.67985,North
3795,16,18,2024-08-30 02:54:42,2024-08-30 03:42:01,72.6,14.061,92.03,89.78,66.31,-46.487763,1.462909,29.721453,-126.164141,East
3796,3,20,2024-01-25 23:29:00,2024-01-26 00:29:57,106.53,22.161,104.86,72.74,48.12,53.750309,-167.520539,28.24636,38.537756,North
3797,4,10,2023-10-14 20:12:04,2023-10-14 23:56:00,184.3,24.981,49.38,49.36,6.95,60.960194,-65.592236,76.524525,81.231707,West
3798,49,10,2024-03-05 12:14:21,2024-03-05 12:53:11,56.83,9.129,87.79,36.96,26.31,-82.290425,-17.842981,-82.896858,92.824713,Central
3799,35,24,2024-08-18 19:56:30,2024-08-18 21:50:25,114.47,23.255,60.29,42.01,5,-85.981395,84.148432,47.481586,-127.763771,West
3800,10,22,2023-08-16 10:16:23,2023-08-16 12:16:00,179.19,27.468,89.88,70.87,30.06,-40.534343,-168.587259,3.150111,-69.81855,North
3801,8,34,2024-10-22 20:47:54,2024-10-22 23:24:42,213.64,50.409,81.75,46.17,5,-0.129876,-176.329648,88.423485,24.603879,North
3802,28,15,2024-12-11 23:23:19,2024-12-12 01:45:48,239.69,55.774,100.93,74.57,5,75.907464,-170.500957,45.979227,-8.908427,Central
3803,48,38,2024-01-11 18:51:11,2024-01-11 20:36:20,147.68,19.478,84.26,36.97,17.11,7.693485,36.651557,-29.586879,-116.727825,East
3804,12,38,2023-03-31 02:01:09,2023-03-31 04:44:06,284.87,50.359,104.89,69.32,5,53.663808,-51.573202,9.769716,131.316606,East
3805,26,5,2024-12-07 14:04:25,2024-12-07 15:28:35,138.31,31.953,98.58,63.1,5,-40.769926,-26.356766,-66.488258,-144.166205,East
3806,12,40,2023-03-06 18:20:19,2023-03-06 20:52:26,224.37,51.249,88.49,61.8,5,5.302315,155.344185,-48.670828,-2.627411,East
3807,12,11,2023-03-18 01:55:28,2023-03-18 05:32:58,180.14,25.051,49.69,66.87,22.06,-58.077269,69.091981,51.114425,137.440129,East
3808,25,29,2023-06-19 04:40:03,2023-06-19 07:50:13,205.42,45.756,64.81,61.46,12.52,-47.987119,44.21686,64.037898,39.341126,East
3809,27,9,2024-03-14 18:07:38,2024-03-14 20:29:45,156.58,32.446,66.1,30.06,5,50.706297,-33.967505,81.53076,-46.793182,South
3810,27,39,2024-07-29 03:38:33,2024-07-29 05:45:56,187.53,28.801,88.32,54.26,14.91,-65.833991,-133.16363,-68.113936,31.327132,South
3811,19,18,2023-09-04 20:08:50,2023-09-04 20:21:33,20.08,2.926,94.71,41.54,38.35,-44.71986,-178.097425,56.868986,-143.057594,South
3812,46,25,2024-07-30 15:21:44,2024-07-30 20:16:12,243.04,49.471,49.52,62.13,5,-32.977894,-178.29586,18.094067,-28.80503,South
3813,16,20,2024-05-10 12:16:20,2024-05-10 15:23:04,107.13,20.393,34.42,68.64,34.59,-6.24362,-139.652045,-2.288514,38.47382,East
3814,33,26,2023-02-06 16:26:51,2023-02-06 17:15:40,75.13,15.218,92.33,47.69,31.13,-36.236776,4.565292,-78.735667,10.873943,Central
3815,16,18,2023-11-13 23:17:31,2023-11-14 02:23:38,207.03,42.452,66.74,52.62,5,58.558451,-50.475515,48.081665,85.99647,East
3816,39,10,2023-07-06 11:40:09,2023-07-06 14:54:36,237.7,33.055,73.34,36.26,5,-77.470703,151.0465,-28.863361,100.610554,East
3817,18,36,2024-05-31 13:04:20,2024-05-31 14:04:35,43.99,9.68,43.8,33.15,21.65,4.960242,-137.498555,20.962987,147.331432,South
3818,9,16,2023-07-09 23:03:46,2023-07-10 01:35:10,87.84,13.102,34.81,65.46,45.88,45.660232,-158.494064,6.426596,101.456222,West
3819,1,7,2023-07-02 13:06:59,2023-07-02 15:19:33,162.95,25.799,73.75,53.51,5,-51.869237,29.649059,89.218922,177.03794,East
3820,3,36,2024-07-28 22:55:33,2024-07-28 23:38:20,63.11,13.294,88.5,87.3,72.53,-64.319461,101.451021,81.302305,152.589516,North
3821,38,8,2024-07-16 02:05:24,2024-07-16 05:49:37,235.02,30.807,62.89,57.0,6.91,-0.710028,-146.124891,26.408338,-94.471767,North
3822,39,37,2024-06-09 15:17:18,2024-06-09 20:45:49,201.93,37.855,36.88,91.0,25.62,12.109387,-84.107544,-76.798259,-96.006624,East
3823,18,25,2024-04-11 05:08:52,2024-04-11 05:14:41,8.73,1.456,89.93,68.51,66.78,-5.479719,-91.947106,25.463168,-39.841937,South
3824,36,28,2024-01-10 11:47:31,2024-01-10 13:34:03,59.34,8.29,33.42,52.98,39.86,87.644284,-43.116581,35.506042,16.80603,West
3825,50,7,2024-08-29 06:22:56,2024-08-29 06:40:28,19.85,2.852,67.91,30.57,26.29,-79.70709,34.028028,50.780696,-44.047395,North
3826,18,18,2024-03-11 10:52:29,2024-03-11 12:04:47,112.73,23.736,93.54,81.64,53.45,-75.603898,43.264639,76.424268,119.732941,South
3827,43,21,2023-03-22 22:25:14,2023-03-22 23:17:34,58.19,8.13,66.7,64.39,54.25,22.282963,149.686081,51.909635,-109.129924,West
3828,10,38,2024-08-08 05:47:21,2024-08-08 06:21:02,28.75,4.986,51.19,71.77,64.36,-68.197862,-14.4618,81.767978,-67.32023,North
3829,28,27,2024-04-15 07:29:08,2024-04-15 09:18:20,144.42,25.525,79.35,52.37,8.44,-5.806156,-126.741514,-78.79526,100.893795,Central
3830,10,39,2023-05-25 12:29:29,2023-05-25 14:28:39,138.79,25.473,69.88,45.36,7.51,-79.306518,-159.890277,68.376748,19.361988,North
3831,49,8,2024-06-18 11:05:14,2024-06-18 14:20:16,227.8,33.478,70.08,56.99,17.93,-34.276367,-124.88249,76.12396,-79.432881,Central
3832,32,16,2024-03-30 02:44:46,2024-03-30 05:35:23,109.54,24.295,38.52,78.24,42.62,50.206795,-126.545226,-14.292295,-96.850348,East
3833,29,29,2024-02-27 11:04:58,2024-02-27 13:15:15,69.53,10.77,32.02,53.62,31.64,-64.649074,-84.55244,31.677867,73.093657,North
3834,9,13,2024-02-27 21:40:03,2024-02-28 01:12:16,254.59,58.245,71.98,78.58,5,80.863686,18.428217,-34.516448,99.199174,West
3835,3,11,2024-07-20 13:43:17,2024-07-20 14:15:55,46.24,10.236,84.99,90.3,78.93,-19.773464,118.824399,-15.053796,1.064056,North
3836,22,25,2023-02-23 11:24:40,2023-02-23 12:25:21,94.07,14.215,93.0,87.57,72.64,30.505833,48.766198,-53.138568,82.321013,Central
3837,32,14,2024-07-19 01:58:43,2024-07-19 03:16:13,69.43,9.623,53.75,74.2,60.09,-40.810646,61.972569,-44.967746,-157.51797,East
3838,34,27,2024-08-28 04:08:04,2024-08-28 04:45:25,33.54,4.772,53.86,70.7,61.78,28.493198,-66.006383,-44.835787,-40.766061,West
3839,14,19,2024-02-02 04:25:01,2024-02-02 05:20:16,71.9,15.707,78.08,94.37,61.37,-21.796027,-44.866951,73.526173,79.945683,East
3840,16,27,2023-07-23 10:45:50,2023-07-23 12:16:02,146.36,25.65,97.34,55.24,12.42,78.528019,76.691703,-28.712163,-86.356293,East
3841,41,25,2024-04-05 17:12:54,2024-04-05 19:28:54,155.6,27.275,68.64,31.42,5,26.080278,40.36855,-82.373099,130.52894,East
3842,40,15,2023-01-03 07:44:09,2023-01-03 07:55:04,13.35,2.702,73.3,61.62,58.55,-46.56411,150.044347,49.659883,-48.325706,East
3843,46,15,2023-11-08 21:42:21,2023-11-09 00:17:17,220.04,37.702,85.21,35.12,5,-67.993833,-131.192994,-22.568229,36.001073,South
3844,14,10,2024-08-28 10:16:07,2024-08-28 12:53:53,286.71,60.025,109.03,68.6,5,58.737409,115.934952,84.737469,-147.701955,East
3845,13,31,2024-12-27 06:26:58,2024-12-27 06:50:23,22.01,3.031,56.39,44.5,39.5,-33.540785,77.95458,-88.168313,-150.528782,East
3846,19,4,2023-10-20 22:01:59,2023-10-21 00:40:28,224.13,31.341,84.85,67.64,33.42,-14.693422,93.37328,-65.138554,149.558928,South
3847,33,11,2023-04-10 15:21:31,2023-04-10 18:20:30,156.5,23.962,52.46,38.07,12.0,11.446575,-46.289481,-81.730053,-158.60532,Central
3848,8,35,2023-03-30 17:04:45,2023-03-30 18:51:42,136.67,24.335,76.67,94.28,49.46,-51.247698,-0.662317,28.057019,-19.937264,North
3849,4,31,2023-09-17 22:37:22,2023-09-18 01:27:50,204.76,47.173,72.07,77.39,5,-78.001966,147.732341,87.051281,29.836372,West
3850,38,17,2024-10-08 17:21:44,2024-10-08 19:05:10,175.08,32.189,101.55,67.81,15.47,-46.601219,38.867052,36.79526,-84.473834,North
3851,43,4,2023-09-03 05:31:07,2023-09-03 06:02:49,52.56,7.616,99.46,36.92,27.42,75.877607,-110.311699,14.54236,-92.483247,West
3852,21,35,2024-10-25 01:30:43,2024-10-25 03:43:22,125.72,24.14,56.86,57.14,24.95,-45.710235,-149.09157,-16.644627,169.534847,West
3853,9,36,2024-04-26 10:06:55,2024-04-26 14:22:43,162.69,40.046,38.16,91.13,31.27,73.739139,-151.868638,-11.334652,168.432416,West
3854,32,5,2024-01-18 13:09:50,2024-01-18 13:52:46,67.32,15.741,94.06,85.52,62.44,-68.303049,113.933451,-38.266391,-42.313321,East
3855,25,27,2024-10-31 04:50:21,2024-10-31 05:32:25,76.76,10.846,109.45,43.01,31.41,-6.085228,-3.898839,58.32439,-6.311733,East
3856,43,30,2023-10-12 16:29:25,2023-10-12 20:17:41,250.68,58.661,65.89,41.57,5,80.912244,-134.270306,-87.490843,148.780468,West
3857,31,7,2023-11-22 02:22:56,2023-11-22 04:40:56,181.02,43.384,78.7,44.16,5,37.734164,121.679795,-87.956579,58.916659,Central
3858,37,5,2023-03-10 21:06:51,2023-03-10 22:50:04,174.32,37.09,101.33,64.16,23.45,89.653036,39.936185,75.866574,-138.245655,North
3859,42,38,2024-11-19 23:59:12,2024-11-20 02:52:54,177.65,26.648,61.36,93.57,58.09,7.486192,-173.260369,27.985713,32.33783,Central
3860,4,8,2024-08-16 02:43:06,2024-08-16 03:24:29,66.12,11.976,95.86,62.47,42.14,-13.652268,-107.081106,59.293163,-131.690318,West
3861,36,23,2023-05-27 10:21:47,2023-05-27 13:09:39,239.63,37.53,85.65,37.47,5,30.146296,1.956399,-60.098921,6.283382,West
3862,50,13,2023-11-24 11:02:19,2023-11-24 13:58:33,276.67,51.578,94.19,45.73,5,71.030961,40.367894,-34.340162,-22.172567,North
3863,38,22,2023-07-27 23:25:28,2023-07-28 01:22:05,175.63,37.358,90.35,32.95,5,-77.837073,-101.481228,76.874902,36.100301,North
3864,4,16,2024-01-05 21:24:52,2024-01-06 00:01:06,203.4,35.511,78.11,78.73,18.44,41.262917,89.542637,6.833016,1.846189,West
3865,26,33,2023-06-24 16:34:43,2023-06-24 18:14:24,105.82,24.773,63.69,92.9,44.23,-7.865278,-125.875834,-18.162868,130.448235,East
3866,49,39,2024-12-13 07:24:37,2024-12-13 09:22:18,177.87,33.407,90.68,38.04,5,39.78812,-114.416014,-34.476419,93.453758,Central
3867,21,14,2024-04-13 22:50:22,2024-04-14 03:26:15,191.47,46.973,41.64,50.94,5,-14.783399,-43.115553,-22.205713,-109.404824,West
3868,26,7,2023-12-07 03:53:35,2023-12-07 10:44:19,243.57,53.286,35.58,69.01,5,87.452046,87.678042,5.741764,-104.513471,East
3869,25,36,2024-11-14 23:17:12,2024-11-15 02:34:22,264.06,62.949,80.35,84.8,17.47,-68.721394,-110.142884,24.006611,154.059396,East
3870,19,32,2024-11-04 22:05:58,2024-11-05 01:00:42,129.19,29.49,44.36,90.78,58.59,78.313416,-33.865135,33.556149,-32.046456,South
3871,14,13,2023-11-12 04:57:35,2023-11-12 11:06:34,244.27,38.593,39.72,65.23,5,-81.065709,60.848991,81.418751,-84.744715,East
3872,43,17,2023-10-06 01:44:36,2023-10-06 02:35:20,81.17,15.957,95.99,77.02,57.12,-11.696345,-55.994627,-10.84951,70.863339,West
3873,25,15,2023-03-14 20:51:26,2023-03-14 22:54:58,97.62,15.53,47.41,33.43,16.82,-12.405285,113.868026,-62.136397,-7.031321,East
3874,35,39,2023-11-07 15:28:28,2023-11-07 17:15:34,158.79,32.49,88.95,80.39,22.37,-19.446745,97.049736,9.978668,-99.253795,West
3875,46,38,2023-11-29 22:35:47,2023-11-30 02:27:22,210.25,41.948,54.47,87.33,21.89,2.680436,-175.972625,25.996931,-118.878118,South
3876,34,9,2024-05-04 01:17:54,2024-05-04 02:16:54,86.88,19.106,88.35,66.56,30.85,-87.377769,-19.54793,-33.72146,-124.264951,West
3877,43,12,2024-06-29 17:45:09,2024-06-29 18:17:15,36.75,5.607,68.68,80.47,73.48,-66.822427,-43.917866,-75.692556,22.596611,West
3878,46,6,2023-11-22 02:05:45,2023-11-22 05:35:56,123.14,19.197,35.15,87.03,57.08,80.284717,77.647009,-7.985874,70.830155,South
3879,44,31,2023-05-30 05:10:48,2023-05-30 09:25:01,280.62,41.063,66.23,61.08,15.2,50.685438,162.10701,43.77982,158.529799,Central
