record_id,vehicle_id,recorded_at,state_of_health,state_of_charge,temperature_c,voltage_v,cycle_count,charging_mode
6522,20,2024-12-09 15:31:13,94.74,14.68,-2.84,356.732,45,slow
6523,22,2024-09-01 12:02:25,96.34,82.19,14.55,417.513,66,slow
6524,33,2023-09-06 13:09:23,98.47,53.73,-2.25,366.989,23,fast
6525,4,2024-05-10 18:00:17,97.6,78.47,20.0,405.333,53,slow
6526,39,2024-09-06 04:04:04,96.56,72.68,11.2,386.323,39,fast
6527,31,2024-12-25 09:05:18,95.26,17.51,16.6,388.194,83,slow
6528,3,2024-10-16 10:45:21,95.84,44.39,24.98,379.806,67,fast
6529,20,2023-07-18 05:33:58,98.0,85.0,16.49,415.443,13,slow
6530,25,2024-07-18 23:30:45,96.62,53.72,43.81,359.588,56,slow
6531,22,2024-03-07 01:44:45,95.87,20.27,39.93,359.521,56,fast
6532,19,2023-05-21 04:07:33,97.1,97.17,4.99,386.702,14,slow
6533,21,2023-04-23 15:45:24,98.87,57.11,4.88,349.316,8,rapid
6534,36,2024-02-09 07:19:49,98.14,37.48,19.16,344.41,40,fast
6535,28,2023-06-30 11:14:37,99.17,25.56,20.41,396.938,11,fast
6536,2,2024-05-08 10:30:47,97.49,65.2,43.07,410.297,36,fast
6537,47,2024-06-12 19:53:53,95.02,84.49,22.07,409.575,66,rapid
6538,44,2024-10-03 00:16:57,94.59,62.52,4.01,417.316,32,slow
6539,18,2024-05-23 01:44:26,97.74,59.14,40.41,392.29,54,rapid
6540,20,2023-12-09 19:01:20,97.01,40.77,18.17,367.144,43,slow
6541,17,2023-01-17 19:33:33,99.52,68.47,-8.62,405.237,1,slow
6542,2,2023-09-19 16:31:12,96.58,26.53,20.66,414.442,34,fast
6543,19,2024-02-21 16:04:17,95.26,24.58,-9.6,389.877,46,slow
6544,24,2023-12-28 06:33:16,97.9,62.92,14.11,384.386,47,rapid
6545,17,2023-03-07 19:47:01,99.93,66.67,6.09,378.16,4,fast
6546,7,2023-03-23 03:49:32,99.94,24.12,30.37,411.19,8,fast
6547,22,2023-12-16 08:09:34,97.95,98.57,0.74,363.775,40,rapid
6548,50,2024-06-15 04:04:52,97.95,90.22,-9.5,343.193,58,fast
6549,24,2023-12-10 20:52:09,99.0,93.35,-2.08,375.246,22,slow
6550,45,2023-08-07 15:58:13,97.99,30.64,30.16,371.729,15,slow
6551,15,2024-11-25 17:22:00,95.98,32.33,14.15,368.979,48,fast
6552,24,2024-09-15 14:27:57,94.48,69.02,24.37,392.734,33,fast
6553,30,2024-07-04 00:21:14,96.42,67.44,38.89,364.323,58,fast
6554,45,2024-03-12 22:27:04,95.24,77.94,2.12,379.76,54,slow
6555,41,2024-04-23 02:41:59,97.77,16.98,25.78,414.011,43,slow
6556,18,2024-07-31 09:43:05,96.99,43.3,0.47,406.414,75,rapid
6557,17,2023-06-21 19:40:31,96.18,44.26,37.51,346.047,13,rapid
6558,46,2024-08-11 07:00:05,95.29,58.97,5.04,379.467,52,rapid
6559,21,2023-01-20 08:14:56,100.57,41.63,32.6,389.256,1,rapid
6560,1,2024-08-27 11:16:42,95.05,16.93,-5.96,348.205,47,slow
6561,24,2023-05-13 21:06:36,97.0,30.6,36.8,382.786,7,fast
6562,37,2023-02-24 10:56:00,100.58,55.54,16.32,411.366,5,rapid
6563,3,2024-03-11 09:16:30,95.96,34.74,24.74,407.686,37,rapid
6564,36,2023-07-06 01:50:05,98.33,61.58,31.48,373.524,12,fast
6565,41,2023-03-22 23:31:32,99.19,80.23,26.64,395.955,4,rapid
6566,43,2023-05-22 20:37:50,98.41,49.74,-5.99,344.593,11,slow
6567,43,2023-03-03 16:05:44,100.19,41.87,7.39,352.184,4,rapid
6568,35,2023-06-17 08:47:28,98.61,55.7,2.37,411.12,11,fast
6569,28,2023-04-22 22:25:11,99.12,10.96,-8.14,395.728,13,fast
6570,11,2023-10-09 09:48:22,98.31,35.34,4.41,378.419,26,slow
6571,14,2023-11-07 13:31:57,96.96,76.06,30.12,341.436,38,rapid
6572,44,2024-03-26 12:35:47,97.2,46.69,8.79,408.243,34,rapid
6573,20,2023-01-08 14:26:23,100.48,49.9,32.56,348.705,0,fast
6574,22,2024-07-26 07:01:18,94.4,64.49,40.84,413.787,51,fast
6575,35,2023-04-03 23:46:36,98.49,14.46,42.59,364.424,11,slow
6576,48,2024-01-31 22:23:40,95.7,49.24,10.86,355.385,32,rapid
6577,31,2024-12-08 06:12:29,92.56,50.18,29.27,376.202,62,fast
6578,30,2024-05-08 03:00:55,98.13,81.42,20.62,354.233,55,slow
6579,49,2023-06-04 01:53:38,99.2,77.97,14.7,352.586,19,fast
6580,26,2024-07-25 08:47:27,93.5,97.08,-1.25,417.71,34,fast
6581,20,2023-10-19 12:47:20,97.72,46.23,26.12,400.504,30,rapid
6582,45,2023-04-16 13:56:31,99.99,60.87,23.05,370.959,10,slow
6583,13,2023-01-03 14:20:03,100.09,78.54,24.14,360.693,0,fast
6584,30,2024-06-19 17:01:00,95.69,58.1,34.84,364.906,31,rapid
6585,26,2024-01-22 04:28:25,98.88,78.75,9.94,374.083,40,rapid
6586,16,2024-09-06 10:41:53,92.99,11.75,33.54,380.285,69,rapid
6587,6,2023-09-11 08:58:09,99.46,15.31,1.07,392.841,30,rapid
6588,25,2024-06-13 13:09:17,99.08,96.06,32.4,394.289,28,fast
6589,45,2024-11-29 21:08:27,94.18,36.91,31.49,369.317,42,rapid
6590,44,2023-05-04 09:39:39,99.38,44.07,-8.1,419.147,12,fast
6591,3,2023-09-09 23:03:32,100.9,63.22,15.2,398.754,32,rapid
6592,32,2023-10-30 22:48:06,97.41,88.81,31.55,349.737,28,slow
6593,17,2024-09-05 11:23:14,94.63,89.84,13.43,365.944,74,rapid
6594,10,2024-10-16 15:49:10,97.75,93.42,-6.53,376.2,40,slow
6595,12,2023-07-15 09:12:04,97.06,65.99,-8.5,357.174,12,slow
6596,38,2024-09-03 19:48:43,95.13,60.2,30.22,388.087,49,slow
6597,25,2023-04-30 14:12:58,99.72,56.96,-4.2,407.074,14,slow
6598,42,2023-03-25 20:18:34,100.33,80.72,16.03,412.138,8,slow
6599,31,2023-11-23 12:58:42,99.3,62.96,13.86,371.685,26,fast
6600,30,2024-06-21 02:44:37,97.32,11.86,33.41,345.606,54,rapid
6601,11,2023-10-03 02:23:04,98.54,22.29,34.16,418.41,25,fast
6602,17,2023-04-28 00:06:57,99.24,88.89,-8.54,369.662,10,slow
6603,34,2023-04-21 21:18:38,99.37,39.46,5.32,383.207,10,fast
6604,13,2024-11-06 18:09:24,93.78,14.01,20.78,397.816,71,fast
6605,35,2023-12-27 10:41:40,97.25,78.23,16.05,415.687,36,fast
6606,14,2023-04-25 18:40:57,100.35,97.55,35.89,373.688,14,rapid
6607,10,2024-03-16 11:37:06,98.32,88.79,16.56,398.877,44,slow
6608,29,2024-12-29 09:09:53,97.39,53.57,5.52,365.878,82,fast
6609,31,2023-09-15 17:37:16,96.78,63.48,25.13,396.815,25,fast
6610,38,2024-04-04 01:08:18,97.95,41.09,33.78,352.466,56,rapid
6611,33,2023-10-18 10:00:08,98.4,81.35,9.15,363.284,20,fast
6612,18,2024-02-23 23:00:59,98.77,49.22,39.11,407.071,42,fast
6613,30,2023-03-11 05:25:11,99.53,35.29,43.68,412.387,6,rapid
6614,6,2023-06-14 13:56:49,98.07,26.45,-2.94,379.499,20,rapid
6615,23,2024-01-08 21:58:39,96.95,38.15,6.25,357.845,28,slow
6616,46,2023-04-19 11:43:28,97.1,13.37,43.77,347.667,10,rapid
6617,50,2023-10-09 01:39:34,99.45,76.22,20.1,361.14,29,slow
6618,19,2024-07-30 10:24:00,94.19,48.97,39.22,395.03,34,fast
6619,16,2023-03-31 13:12:19,99.73,19.25,1.89,418.94,5,slow
6620,47,2023-08-24 06:11:35,97.9,46.32,7.54,366.66,13,slow
6621,4,2023-04-06 05:07:46,98.19,87.22,-6.98,378.3,7,fast
6622,31,2024-12-02 12:18:17,95.29,23.29,24.18,369.925,47,rapid
6623,22,2023-11-23 03:45:04,97.93,37.48,-8.42,418.805,36,rapid
6624,35,2024-06-18 02:58:10,94.8,40.77,42.39,387.222,57,rapid
6625,15,2023-06-25 20:09:49,98.96,96.15,22.23,399.647,9,rapid
6626,12,2024-08-27 13:52:50,92.7,66.08,20.02,359.305,63,rapid
6627,13,2024-02-20 04:22:58,97.17,71.03,-6.72,384.876,44,rapid
6628,27,2024-10-25 21:49:10,95.87,92.18,20.8,389.712,39,slow
6629,21,2023-08-21 14:21:49,99.37,23.28,18.58,376.795,18,slow
6630,46,2023-07-12 08:28:46,98.05,69.78,12.23,384.455,10,slow
6631,11,2024-11-28 21:07:11,94.44,63.41,-0.82,387.053,60,fast
6632,48,2024-03-19 20:14:55,95.86,49.94,-5.09,374.706,54,rapid
6633,40,2023-11-03 14:05:12,96.58,21.69,15.67,366.972,22,slow
6634,22,2023-10-14 09:03:13,98.47,13.59,34.16,390.688,32,rapid
6635,18,2023-01-03 04:51:40,99.59,65.72,7.79,364.858,0,rapid
6636,9,2024-02-17 20:19:16,97.84,53.34,21.76,418.985,46,rapid
6637,37,2024-12-22 00:35:31,94.01,19.03,19.68,384.811,68,slow
6638,14,2024-04-12 14:08:15,95.43,72.23,42.45,353.055,46,fast
6639,44,2024-02-25 07:16:23,97.14,84.42,35.16,388.031,44,slow
6640,21,2024-11-29 14:20:09,94.82,29.15,36.89,340.43,87,slow
6641,16,2024-06-20 08:58:08,94.94,50.72,39.71,353.909,55,slow
6642,1,2024-09-27 05:30:10,94.17,14.79,-5.95,382.113,55,rapid
6643,10,2024-04-06 15:10:06,97.59,82.69,30.1,400.217,32,slow
6644,12,2023-11-12 01:48:00,97.94,65.89,5.65,379.873,22,rapid
6645,25,2023-06-23 04:33:35,100.7,32.98,29.52,365.135,13,fast
6646,1,2023-11-20 00:54:30,97.13,66.87,17.51,369.289,16,slow
6647,11,2024-04-04 09:45:12,96.9,53.82,-9.52,346.454,50,slow
6648,6,2024-11-30 01:59:47,97.27,55.16,15.8,346.657,53,slow
6649,43,2024-11-15 11:32:55,96.66,28.97,10.04,394.438,52,slow
6650,10,2023-01-27 19:27:49,98.86,70.66,0.19,379.794,3,rapid
6651,20,2024-04-16 00:32:03,98.04,14.69,-9.62,414.636,55,slow
6652,9,2024-02-03 02:23:55,98.95,14.87,-4.59,397.893,24,slow
6653,17,2024-06-30 10:16:51,97.42,93.3,24.56,385.931,43,fast
6654,36,2024-10-07 14:27:06,95.73,62.95,38.06,343.445,80,slow
6655,26,2024-10-04 23:00:16,92.32,33.67,3.06,354.381,36,fast
6656,39,2024-12-13 08:33:05,94.29,13.79,5.39,409.511,92,rapid
6657,36,2024-05-19 10:03:57,96.94,68.48,-3.58,414.407,50,rapid
6658,47,2023-12-28 11:48:49,97.53,80.16,6.4,361.688,46,rapid
6659,17,2024-01-03 11:33:11,99.22,17.78,39.55,377.322,40,rapid
6660,37,2023-03-31 12:59:36,99.62,42.94,9.42,391.287,6,rapid
6661,43,2024-04-30 15:14:54,97.34,37.42,32.04,381.838,60,rapid
6662,24,2023-04-23 00:32:35,98.51,24.89,41.71,386.16,14,fast
6663,9,2024-06-23 10:55:22,98.84,36.07,26.48,367.833,70,fast
6664,15,2023-05-17 18:53:41,99.96,61.34,0.32,412.534,12,rapid
6665,3,2024-01-08 13:19:10,97.11,92.65,5.38,371.906,25,slow
6666,30,2024-02-08 02:58:47,96.54,73.39,30.62,362.655,46,slow
6667,2,2023-09-12 01:30:58,100.16,53.88,19.11,365.309,32,fast
6668,11,2023-07-31 18:59:44,99.05,23.99,10.44,415.793,18,fast
6669,2,2024-08-13 09:15:42,94.72,48.3,14.0,341.976,70,fast
6670,19,2023-08-03 07:13:22,99.34,74.74,36.67,376.22,12,rapid
6671,19,2023-02-24 00:52:02,99.39,13.96,9.13,415.981,7,fast
6672,22,2023-12-31 22:44:58,96.72,56.36,10.76,391.908,25,fast
6673,42,2024-06-15 04:58:40,95.92,24.32,23.69,411.134,30,rapid
6674,28,2023-07-06 18:42:40,99.24,31.0,32.45,352.684,12,rapid
6675,28,2023-06-15 01:38:36,99.89,66.34,32.93,410.274,9,fast
6676,48,2024-03-08 21:17:44,96.82,64.62,19.0,411.081,30,rapid
6677,49,2023-04-15 03:22:39,100.65,40.27,12.08,411.984,10,fast
6678,3,2023-09-08 00:12:52,97.65,11.36,38.51,344.428,29,rapid
6679,19,2024-11-11 06:26:50,93.51,65.25,18.27,353.429,50,slow
6680,41,2023-03-03 16:12:37,99.42,95.24,16.54,358.589,7,slow
6681,5,2024-09-19 04:52:12,96.59,44.69,19.38,402.369,69,fast
6682,49,2024-03-29 10:56:46,96.95,87.9,-9.48,413.558,56,fast
6683,16,2024-09-20 17:38:39,93.38,85.59,-4.21,354.863,42,rapid
6684,10,2024-05-07 06:19:06,97.93,74.54,37.49,385.922,38,fast
6685,16,2024-02-29 08:59:58,95.94,38.06,23.06,365.062,56,fast
6686,2,2024-06-19 13:59:26,96.32,97.25,28.02,399.089,36,slow
6687,15,2024-05-11 16:08:36,94.99,31.5,16.38,344.998,52,slow
6688,39,2024-08-13 23:24:35,96.98,95.63,17.94,350.458,31,slow
6689,15,2024-07-03 19:40:04,96.05,30.86,41.85,342.396,39,fast
6690,35,2023-04-19 07:48:50,98.89,54.05,6.89,367.636,11,slow
6691,47,2024-05-07 12:47:58,97.7,48.95,30.77,393.72,49,rapid
6692,34,2023-07-08 07:36:21,98.72,40.45,30.41,389.752,11,fast
6693,16,2023-12-29 12:25:37,97.66,43.21,1.27,376.676,22,fast
6694,29,2024-09-25 01:12:42,96.11,89.03,35.87,367.98,64,fast
6695,3,2024-02-14 06:40:09,95.69,63.76,3.97,390.95,39,slow
6696,19,2024-08-28 22:25:37,95.41,91.54,15.29,416.307,57,rapid
6697,45,2024-04-16 00:16:04,98.39,70.16,39.25,399.614,32,rapid
6698,47,2023-06-03 12:37:42,97.95,75.09,38.08,369.497,16,rapid
6699,14,2024-11-24 00:57:25,91.87,65.08,19.12,383.588,45,fast
6700,25,2023-05-29 20:18:25,99.39,94.17,2.53,400.154,16,fast
6701,34,2024-03-17 12:00:43,94.87,93.93,22.22,372.837,28,slow
6702,7,2023-07-24 15:29:29,99.3,96.56,-4.53,392.972,25,fast
6703,16,2023-07-30 04:46:02,98.18,66.89,-9.98,376.632,12,slow
6704,5,2024-10-22 07:52:25,93.43,21.11,-0.35,386.926,82,fast
6705,29,2024-10-30 06:29:37,95.5,21.15,23.58,397.178,46,slow
6706,38,2023-06-18 07:12:28,99.55,92.52,1.92,386.343,16,fast
6707,31,2024-01-04 08:09:07,97.54,54.36,38.07,348.142,31,fast
6708,24,2023-03-29 16:12:51,100.91,33.1,22.76,364.888,10,slow
6709,1,2023-02-16 20:58:09,99.83,84.69,-5.33,417.87,5,slow
6710,27,2023-11-13 01:33:22,96.97,13.17,11.22,374.107,15,slow
6711,49,2023-01-31 14:27:03,100.13,20.2,33.44,380.394,2,rapid
6712,16,2023-07-24 22:04:58,99.47,29.93,-6.83,346.324,10,slow
6713,1,2023-06-29 13:18:20,98.5,52.62,16.54,371.114,11,fast
6714,21,2023-10-13 09:15:50,98.45,62.15,40.25,357.775,32,rapid
6715,9,2023-05-06 23:09:47,101.69,39.98,23.11,383.274,7,rapid
6716,47,2024-07-14 22:56:44,96.51,66.35,9.52,385.52,62,rapid
6717,47,2024-07-21 17:39:59,98.8,79.48,5.1,349.486,58,fast
6718,5,2023-05-17 04:18:46,97.92,35.07,29.26,396.919,8,rapid
6719,12,2024-07-30 20:23:25,95.8,49.06,17.87,369.596,55,fast
6720,40,2024-01-11 00:15:24,95.72,33.11,32.66,342.349,32,rapid
6721,7,2023-03-02 16:06:00,98.9,49.31,24.45,366.571,3,fast
6722,17,2023-01-30 02:37:56,100.4,27.8,7.17,391.208,2,rapid
6723,9,2024-11-20 23:07:33,93.41,89.39,39.66,409.793,38,rapid
6724,28,2023-01-28 07:40:13,99.07,52.79,36.53,346.084,2,rapid
6725,19,2023-06-07 21:00:05,98.98,43.18,25.6,398.743,19,fast
6726,29,2023-11-15 01:30:58,98.39,10.21,6.37,370.061,22,fast
6727,42,2023-09-19 11:29:09,98.71,80.39,16.39,350.088,22,rapid
6728,32,2024-08-04 15:56:06,93.77,34.47,43.09,351.815,38,fast
6729,43,2023-08-18 23:57:15,99.95,99.27,33.27,368.971,30,slow
6730,11,2023-04-24 15:48:00,100.03,48.98,0.86,348.765,7,rapid
6731,50,2023-02-11 16:19:38,102.27,71.85,29.7,415.002,3,fast
6732,41,2023-09-18 09:21:24,98.19,62.1,-1.69,398.374,29,slow
6733,39,2023-06-22 06:27:35,100.77,81.92,36.71,344.086,10,rapid
6734,2,2024-01-12 03:03:28,97.48,86.08,39.76,399.692,32,rapid
6735,14,2023-02-28 11:58:27,101.43,73.99,-2.98,413.744,6,slow
6736,28,2023-02-12 06:35:13,99.0,10.72,-2.25,381.394,3,rapid
6737,29,2024-07-08 19:23:19,98.14,52.79,29.47,403.211,65,slow
6738,34,2024-10-15 13:26:04,97.72,14.03,38.19,386.698,38,rapid
6739,42,2023-06-25 05:47:30,99.59,26.76,-4.86,359.284,22,rapid
6740,47,2023-11-22 17:18:03,97.99,55.64,9.06,358.713,30,rapid
6741,50,2023-01-07 21:27:53,98.14,86.99,10.96,343.911,0,fast
6742,43,2023-06-09 14:23:33,99.49,15.27,-7.36,394.379,10,rapid
6743,38,2024-05-23 07:38:51,95.2,91.75,11.3,399.479,46,slow
6744,8,2023-05-23 02:58:09,99.29,72.61,11.56,416.542,17,slow
6745,25,2023-04-09 11:05:50,99.53,61.88,26.5,405.646,9,rapid
6746,19,2024-06-17 21:22:26,98.35,92.4,35.49,349.1,31,slow
6747,10,2023-06-03 05:05:32,101.18,36.41,33.97,369.247,19,slow
6748,30,2024-01-08 08:43:36,96.74,42.11,27.25,404.771,43,fast
6749,16,2024-08-10 02:59:02,96.66,38.56,34.98,395.589,51,rapid
6750,21,2024-01-02 13:08:36,97.95,37.02,21.84,387.548,47,rapid
6751,27,2024-05-26 12:28:22,97.15,56.7,27.0,403.1,47,fast
6752,3,2023-05-07 08:47:41,99.24,21.9,7.3,368.602,7,fast
6753,43,2023-06-25 20:53:51,98.95,59.41,29.75,381.284,16,rapid
6754,43,2023-11-30 11:46:49,99.07,11.83,12.44,410.569,27,rapid
6755,21,2024-04-17 23:51:18,98.52,47.41,14.01,407.006,28,slow
6756,24,2023-09-17 21:38:34,96.77,23.69,14.66,366.972,25,slow
6757,36,2023-07-17 17:03:14,99.4,92.57,18.1,398.946,21,rapid
6758,8,2023-09-21 20:53:40,99.03,92.07,28.31,355.133,34,fast
6759,49,2023-12-02 08:02:01,99.39,31.47,6.13,419.173,27,fast
6760,37,2024-09-27 01:07:06,96.6,76.2,13.7,345.092,80,slow
6761,7,2024-07-12 09:44:01,96.33,39.64,39.34,395.496,62,fast
6762,48,2024-06-25 11:15:13,98.7,34.52,41.24,413.595,29,rapid
6763,29,2023-05-07 01:04:47,99.01,20.95,44.71,377.482,13,fast
6764,41,2024-06-02 07:05:14,97.29,34.71,9.69,343.542,65,slow
6765,46,2024-06-03 00:55:29,95.77,90.38,35.1,399.684,40,rapid
6766,41,2023-02-18 08:42:48,99.73,86.05,23.52,368.013,5,slow
6767,33,2023-01-12 18:59:15,99.76,12.56,32.27,356.176,0,slow
6768,14,2023-01-21 01:13:52,98.84,10.92,2.43,384.322,2,fast
6769,42,2023-08-01 17:40:39,97.25,92.95,7.04,381.422,19,fast
6770,42,2024-08-24 03:01:21,94.05,99.75,17.58,366.278,50,rapid
6771,40,2024-08-15 08:52:17,96.17,74.33,32.08,367.233,75,fast
6772,17,2023-11-18 04:28:19,97.24,17.37,-5.37,342.626,23,slow
6773,40,2024-11-07 04:44:27,96.23,48.03,34.89,391.081,53,fast
6774,23,2023-03-22 23:18:47,100.56,11.81,-7.0,351.207,5,slow
6775,40,2024-08-09 17:36:34,93.57,67.84,-7.82,391.757,42,rapid
6776,37,2024-07-16 16:41:22,99.06,61.3,30.07,396.997,40,slow
6777,29,2023-12-25 00:41:09,98.26,95.32,5.03,388.875,38,fast
6778,15,2024-07-14 10:43:50,98.07,80.78,30.48,408.849,60,slow
6779,21,2023-10-14 02:33:51,98.21,80.79,5.17,342.056,28,slow
6780,36,2024-05-25 11:23:38,93.65,41.59,24.29,403.45,52,fast
6781,35,2024-10-16 19:54:40,98.0,34.83,-8.34,375.972,60,fast
6782,3,2023-04-26 11:46:02,100.2,90.8,14.17,406.603,14,slow
6783,49,2024-10-15 15:25:16,97.52,51.24,37.13,366.626,77,fast
6784,36,2024-07-26 14:30:08,94.39,62.94,-5.48,370.311,51,rapid
6785,18,2024-06-28 11:43:48,95.63,16.63,23.12,363.084,31,slow
6786,44,2024-03-19 06:52:25,96.61,95.28,16.48,390.912,23,rapid
6787,3,2024-08-16 14:40:50,97.25,26.06,-7.77,417.271,49,rapid
6788,15,2024-10-06 19:10:27,98.58,86.46,41.7,353.903,63,slow
6789,36,2024-04-22 06:09:47,96.69,58.99,4.12,343.417,26,fast
6790,33,2024-10-17 20:46:39,97.65,87.04,25.07,356.641,36,slow
6791,11,2024-09-09 23:49:20,94.49,63.05,-4.64,391.04,65,slow
6792,9,2024-10-25 10:32:05,95.8,72.24,12.89,356.899,71,fast
6793,22,2023-06-13 21:17:34,99.07,11.71,10.31,395.747,21,slow
6794,5,2024-04-19 19:49:40,95.37,21.01,39.52,410.058,32,rapid
6795,44,2023-10-05 04:13:01,99.44,33.01,-6.15,391.036,20,slow
6796,46,2023-08-22 09:32:53,98.7,73.34,17.32,418.287,18,fast
6797,48,2024-08-27 09:35:29,97.7,95.7,9.91,390.21,58,fast
6798,17,2023-09-03 17:06:58,100.68,35.68,10.08,377.992,27,slow
6799,6,2024-09-22 18:37:00,94.75,18.84,13.93,418.388,58,fast
6800,35,2023-06-20 22:26:15,99.35,95.56,31.57,357.602,9,fast
6801,36,2024-08-19 05:40:51,94.29,14.56,-1.2,372.104,41,rapid
6802,15,2023-06-11 11:47:49,100.46,85.85,44.63,387.464,11,slow
6803,1,2023-04-13 09:21:56,100.38,36.41,1.4,388.333,7,rapid
6804,3,2023-01-19 03:49:33,100.5,77.15,27.56,399.273,2,fast
6805,20,2023-02-24 22:41:10,101.23,24.11,3.26,341.888,6,rapid
6806,39,2023-08-18 03:26:17,98.26,49.32,24.11,345.816,27,fast
6807,33,2024-02-08 00:59:42,99.86,27.24,24.86,417.392,34,fast
6808,4,2023-07-10 15:21:52,98.93,24.94,-5.59,357.235,15,slow
6809,10,2023-12-28 15:52:25,98.99,62.68,42.38,400.878,41,fast
6810,17,2024-09-11 03:36:57,94.07,38.55,-2.57,390.66,58,slow
6811,28,2023-10-03 03:46:31,98.9,13.85,38.12,350.188,30,slow
6812,37,2023-10-15 20:42:10,97.97,92.23,-9.21,369.501,21,rapid
6813,7,2023-10-13 12:50:26,100.03,61.72,34.93,345.675,27,rapid
6814,1,2023-03-31 03:57:27,99.15,11.77,1.33,386.128,5,slow
6815,27,2024-12-03 01:35:38,98.8,86.19,32.53,405.11,49,rapid
6816,16,2024-06-06 06:38:18,95.98,56.33,-2.72,394.642,35,fast
6817,14,2023-03-15 12:22:51,100.87,17.92,16.16,340.849,5,slow
6818,7,2023-03-16 04:00:03,98.42,83.4,42.87,393.747,7,rapid
6819,40,2023-01-06 11:47:59,101.12,77.06,20.16,366.859,0,fast
6820,44,2024-04-15 07:29:27,97.53,65.72,-3.49,364.703,51,fast
6821,12,2024-05-17 12:46:34,96.67,29.6,26.4,349.805,41,slow
6822,7,2023-06-28 11:08:09,97.83,29.82,16.1,372.171,16,rapid
6823,35,2023-08-16 10:24:42,100.18,55.27,1.15,383.387,20,rapid
6824,18,2024-02-14 00:07:15,97.99,20.87,-2.37,401.147,37,rapid
6825,24,2024-04-26 13:20:40,94.38,47.61,39.75,417.701,46,rapid
6826,44,2024-04-18 16:52:00,94.5,77.95,25.14,362.681,51,fast
6827,47,2023-01-15 08:04:14,98.25,34.81,43.16,346.285,0,slow
6828,37,2024-05-08 21:54:14,96.91,93.3,36.65,418.646,30,fast
6829,16,2023-02-22 11:41:42,100.73,41.7,5.85,409.288,3,fast
6830,42,2023-03-25 21:28:37,98.94,44.35,33.29,359.175,4,slow
6831,25,2024-09-14 04:39:12,95.54,22.63,30.4,390.23,53,slow
6832,20,2024-05-07 14:47:36,96.64,68.99,37.7,342.519,37,slow
6833,29,2024-03-21 03:35:20,96.27,76.86,23.92,409.641,51,rapid
6834,10,2024-01-29 23:09:56,96.43,12.07,11.85,385.447,28,slow
6835,41,2023-12-03 21:55:47,97.5,65.42,15.71,404.768,28,rapid
6836,40,2024-01-22 23:24:46,96.02,51.11,35.07,347.519,47,fast
6837,25,2023-02-05 07:55:44,99.76,77.73,41.28,353.93,3,slow
6838,2,2023-04-22 09:07:20,99.52,16.22,36.99,405.224,14,slow
6839,40,2024-01-29 04:46:35,96.28,90.02,1.9,364.997,32,rapid
6840,48,2023-08-11 09:27:57,99.54,26.07,-3.22,372.51,23,fast
6841,22,2024-10-10 08:43:37,95.94,66.2,36.64,345.061,70,rapid
6842,49,2023-12-05 06:47:31,96.75,96.42,10.43,361.474,33,fast
6843,22,2023-05-08 02:43:11,97.74,38.74,41.87,411.233,14,slow
6844,14,2024-05-01 05:31:54,96.31,51.88,-7.7,385.374,30,fast
6845,13,2023-10-09 20:08:50,99.5,23.17,24.07,405.152,25,slow
6846,22,2023-11-16 18:00:43,97.38,91.63,0.4,393.559,28,fast
6847,35,2024-05-28 06:40:50,98.63,55.23,24.83,369.06,34,slow
6848,33,2023-10-17 05:05:17,98.92,61.14,26.69,413.065,21,slow
6849,16,2024-06-25 16:57:40,95.56,27.96,16.77,346.332,68,fast
6850,5,2023-07-08 02:46:52,97.89,14.5,11.08,419.284,18,slow
6851,49,2024-12-05 22:08:49,98.2,54.37,0.5,358.252,90,rapid
6852,4,2023-08-07 14:25:43,99.31,54.36,6.71,418.181,28,slow
6853,10,2023-06-26 07:14:38,98.21,78.5,0.68,408.203,18,fast
6854,21,2024-07-31 16:41:51,95.16,32.97,6.13,406.518,36,rapid
6855,42,2023-12-19 01:00:21,96.2,50.65,-8.31,414.422,34,fast
6856,22,2023-06-12 01:58:27,98.41,65.34,10.34,386.238,13,rapid
6857,31,2024-02-11 19:55:23,97.37,65.47,41.37,359.481,50,rapid
6858,24,2023-07-28 01:32:12,101.84,48.15,9.49,407.788,27,rapid
6859,5,2024-04-18 18:19:08,95.11,64.4,13.79,411.161,30,slow
6860,28,2023-05-13 04:08:34,97.31,48.67,20.35,367.222,12,fast
6861,14,2023-08-20 22:42:37,98.64,91.37,17.98,374.322,12,rapid
6862,30,2023-04-28 15:35:31,99.33,72.7,35.23,411.985,10,rapid
6863,47,2023-07-19 04:08:54,97.65,38.87,2.53,349.602,10,slow
6864,1,2023-11-30 01:53:05,97.44,87.94,18.41,370.3,34,fast
6865,16,2024-02-10 07:55:58,96.05,25.07,8.33,412.999,47,rapid
6866,39,2024-09-13 15:20:24,96.58,78.78,39.77,356.846,73,slow
6867,40,2024-05-17 13:38:19,96.19,76.37,-0.19,413.947,61,rapid
6868,2,2023-09-19 13:52:06,95.45,48.22,12.57,368.325,30,fast
6869,15,2023-02-22 15:50:52,100.81,50.96,39.54,389.204,5,slow
6870,27,2024-09-28 01:51:33,95.5,55.73,35.48,406.513,81,fast
6871,48,2024-11-19 23:47:19,96.42,27.96,13.92,359.211,38,fast
6872,28,2023-05-22 04:21:57,99.99,89.69,34.18,406.466,15,slow
6873,10,2024-09-03 21:44:49,96.54,81.62,0.82,367.186,68,slow
6874,18,2023-02-17 11:28:37,100.85,63.39,12.66,362.842,2,fast
