session_id,vehicle_id,driver_id,start_time,end_time,energy_added_kwh,start_soc,end_soc,charger_type,location,cost_usd
1523,49,26,2024-01-05 21:19:23,2024-01-05 22:06:48,39.525,25.28,71.4,DCFC,North Brittney,7.62
1524,21,13,2024-06-29 19:24:08,2024-06-30 15:31:04,38.22,11.58,62.54,Level1,Port Melissa,13.19
1525,14,22,2023-01-16 02:33:20,2023-01-16 04:57:31,17.303,38.25,74.6,Level2,Marybury,2.75
1526,20,6,2024-10-07 06:27:19,2024-10-07 11:17:55,34.872,37.28,100,Level2,Ronnietown,9.15
1527,4,32,2024-11-12 06:18:02,2024-11-12 19:21:39,24.815,57.87,100,Level1,South Sarahport,8.06
1528,12,5,2024-10-17 13:30:00,2024-10-17 21:11:25,14.612,57.63,83.77,Level1,East Kyleville,4.52
1529,5,35,2024-07-12 10:57:37,2024-07-13 07:42:48,39.431,20.34,72.36,Level1,North Danielhaven,10.43
1530,47,17,2024-06-12 18:57:58,2024-06-13 03:05:53,15.451,12.84,37.02,Level1,Port Ashleyville,4.33
1531,4,2,2024-08-25 22:56:34,2024-08-26 02:09:57,23.207,48.52,87.92,Level2,North Catherine,7.64
1532,32,16,2023-08-26 22:51:55,2023-08-26 23:11:12,16.075,57.27,80.84,DCFC,Jasonton,1.96
1533,20,34,2024-10-16 22:29:52,2024-10-17 14:36:14,30.602,35.6,90.64,Level1,Lake Sarah,8.76
1534,18,15,2023-08-31 20:54:11,2023-09-01 23:19:26,50.2,33.57,93.19,Level1,Jasonville,7.02
1535,36,23,2024-08-07 19:07:34,2024-08-08 05:17:28,19.314,14.13,44.69,Level1,Johnsonborough,2.27
1536,26,26,2024-04-06 12:14:50,2024-04-06 12:44:27,24.692,25.06,73.57,DCFC,North Richard,6.31
1537,48,29,2024-05-19 13:12:25,2024-05-19 19:39:54,46.499,33.56,80.96,Level2,Port Melissaborough,5.32
1538,38,25,2024-12-08 11:54:09,2024-12-09 07:46:36,37.761,13.77,75.17,Level1,Popeton,11.88
1539,17,31,2023-03-23 13:04:00,2023-03-23 17:03:33,28.747,31.44,91.96,Level2,Glovershire,8.96
1540,11,27,2023-06-28 23:33:05,2023-06-29 00:15:04,34.989,22.1,96.23,DCFC,Lake David,10.28
1541,20,35,2024-01-12 07:28:43,2024-01-12 13:56:34,12.282,16.53,38.62,Level1,Port Karenmouth,2.83
1542,26,35,2023-02-08 00:28:36,2023-02-08 12:11:00,22.243,35.03,78.73,Level1,East Amandafort,2.42
1543,23,23,2024-12-08 04:43:29,2024-12-08 09:18:36,33.014,11.69,53.48,Level2,Josephborough,9.98
1544,21,14,2024-12-22 00:32:25,2024-12-22 00:56:25,20.01,25.67,52.35,DCFC,Johnsonborough,5.14
1545,13,20,2023-10-20 19:09:05,2023-10-20 19:37:01,23.289,42.85,81.28,DCFC,Nielsenton,6.51
1546,43,25,2024-04-24 21:54:22,2024-04-24 22:27:41,27.765,30.27,64.89,DCFC,Jordanshire,9.36
1547,46,8,2023-05-24 12:36:45,2023-05-24 14:47:08,15.647,15.37,39.78,Level2,Stephanieland,4.57
1548,29,39,2024-11-12 04:20:47,2024-11-12 09:43:16,10.212,49.58,70.42,Level1,South Seanberg,2.44
1549,28,33,2023-05-08 01:20:44,2023-05-08 03:33:26,15.925,29.73,57.14,Level2,Wendyshire,4.58
1550,8,38,2024-07-04 23:43:43,2024-07-05 03:12:41,25.076,25.35,71.53,Level2,Roberttown,3.6
1551,29,6,2023-02-25 14:26:09,2023-02-26 02:54:36,23.701,21.91,70.28,Level1,Campbellhaven,4.14
1552,39,6,2023-06-05 17:42:18,2023-06-05 18:15:18,27.508,17.11,64.62,DCFC,New Suzanne,6.21
1553,38,19,2023-11-11 23:56:45,2023-11-12 22:33:41,42.97,30.13,100,Level1,Charlesfort,14.65
1554,11,5,2023-09-16 02:22:12,2023-09-16 02:54:18,26.753,43.32,100,DCFC,East Robert,8.7
1555,7,3,2024-03-08 23:24:44,2024-03-09 00:20:31,46.489,26.74,87.59,DCFC,Fernandezburgh,11.83
1556,29,28,2023-11-15 21:51:46,2023-11-15 22:17:49,21.722,55.67,100,DCFC,North Michael,7.27
1557,26,31,2024-11-05 22:53:10,2024-11-06 12:51:44,26.555,47.83,100,Level1,Greeneshire,3.15
1558,3,4,2023-09-06 07:26:05,2023-09-06 13:11:27,41.445,53.95,100,Level2,East Kellyside,5.09
1559,29,20,2024-05-15 13:40:13,2024-05-16 07:47:42,34.437,29.72,100,Level1,New Stacy,9.1
1560,22,9,2024-07-26 05:50:53,2024-07-26 06:23:54,27.522,20.29,49.2,DCFC,New Joannafort,4.71
1561,11,28,2023-04-29 22:49:57,2023-04-29 23:31:34,34.692,19.14,92.64,DCFC,New Karen,6.06
1562,3,39,2023-07-22 22:24:37,2023-07-23 19:06:54,39.339,56.29,100,Level1,Joneston,8.64
1563,12,23,2024-07-06 09:04:49,2024-07-06 11:21:24,16.39,58.98,88.3,Level2,East Jamesside,2.01
1564,2,5,2023-02-05 15:17:32,2023-02-05 16:01:06,36.307,39.69,100,DCFC,Taylorside,6.62
1565,39,25,2023-10-29 17:24:19,2023-10-29 19:45:03,16.889,28.1,57.27,Level2,North Janetshire,5.04
1566,26,32,2023-07-29 20:33:39,2023-07-30 07:29:08,20.757,59.22,100,Level1,Lake Brenda,4.11
1567,39,29,2024-02-03 05:54:06,2024-02-03 09:06:28,23.085,58.3,98.17,Level2,Grimesborough,3.95
1568,37,17,2023-04-13 23:00:48,2023-04-14 11:48:38,24.315,44.98,71.67,Level1,South Angelastad,5.23
1569,1,31,2023-03-04 18:18:42,2023-03-04 18:53:10,28.735,34.67,96.2,DCFC,Mariahchester,8.86
1570,15,23,2023-10-31 18:43:51,2023-10-31 19:14:55,25.897,22.23,54.52,DCFC,North James,6.49
1571,46,3,2023-05-25 13:33:38,2023-05-26 04:06:28,27.64,48.33,91.45,Level1,Port Lori,8.0
1572,3,6,2023-01-30 10:11:56,2023-01-30 11:14:36,52.227,40.95,98.98,DCFC,Port Carlaburgh,5.96
1573,43,21,2024-06-11 01:21:04,2024-06-11 02:02:31,34.55,56.92,100,DCFC,Johnsonside,11.43
1574,40,27,2024-09-19 20:19:32,2024-09-20 22:55:37,50.543,42.63,100,Level1,Smithhaven,15.18
1575,34,29,2023-05-20 22:14:21,2023-05-20 22:44:41,25.289,14.76,62.03,DCFC,Port Joeborough,8.22
1576,2,2,2024-11-06 15:56:23,2024-11-06 16:33:11,30.678,35.38,86.34,DCFC,Clarketown,8.62
1577,14,38,2023-01-18 11:13:29,2023-01-18 19:18:41,15.365,10.16,42.44,Level1,South Peterbury,4.69
1578,28,17,2023-07-29 08:00:54,2023-07-29 10:26:52,17.517,31.54,61.69,Level2,Coreyfurt,2.36
1579,10,32,2024-04-02 18:30:28,2024-04-02 19:07:08,30.561,44.79,90.2,DCFC,Stephanietown,5.45
1580,46,14,2023-03-30 19:23:15,2023-03-31 02:58:54,14.429,34.23,56.74,Level1,East Yvonnebury,4.81
1581,39,15,2023-10-08 03:16:55,2023-10-08 06:12:56,21.122,46.25,82.73,Level2,Lake Wesley,6.46
1582,21,11,2023-07-08 06:05:07,2023-07-08 06:31:40,22.132,49.02,78.53,DCFC,Port Jessica,5.2
1583,3,12,2023-09-28 03:05:42,2023-09-28 03:41:57,30.213,31.72,65.29,DCFC,North Melissafurt,4.52
1584,48,25,2024-09-05 15:08:08,2024-09-05 18:29:48,24.201,34.1,58.77,Level2,Lake Nicoleshire,4.08
1585,2,22,2024-01-07 12:43:49,2024-01-07 13:13:09,24.447,15.18,55.79,DCFC,Thomasmouth,3.19
1586,15,37,2023-04-16 20:51:58,2023-04-16 21:15:43,19.793,19.91,44.59,DCFC,North Richard,4.08
1587,28,29,2024-10-20 20:38:58,2024-10-20 23:09:26,18.057,53.67,84.75,Level2,Williebury,3.28
1588,4,21,2024-09-07 02:42:11,2024-09-07 04:39:03,14.024,41.4,65.21,Level2,Williamsonland,4.09
1589,21,4,2024-11-05 21:57:40,2024-11-06 04:05:55,44.19,31.94,90.86,Level2,New Stacy,6.88
1590,31,17,2024-08-06 14:20:58,2024-08-06 14:52:28,26.25,19.51,48.84,DCFC,Santiagoshire,8.2
1591,18,22,2024-02-01 11:44:44,2024-02-01 20:45:33,17.126,42.4,62.74,Level1,Ronaldfort,4.36
1592,27,25,2024-01-13 12:05:54,2024-01-13 15:57:56,27.845,43.47,81.51,Level2,Sloanport,9.74
1593,45,30,2024-08-10 02:42:23,2024-08-10 21:43:00,36.12,37.83,83.15,Level1,Williamville,8.29
1594,10,28,2024-12-26 01:54:15,2024-12-26 07:55:39,43.368,35.56,100,Level2,Austinfurt,5.32
1595,48,11,2023-04-14 18:27:23,2023-04-14 22:41:23,30.48,44.11,75.18,Level2,East Kevin,5.99
1596,7,38,2024-06-11 19:35:58,2024-06-13 00:05:18,54.129,18.79,89.64,Level1,Port Kellyshire,16.42
1597,28,27,2024-10-17 05:06:55,2024-10-17 05:28:03,17.616,36.47,66.79,DCFC,New Thomas,3.62
1598,13,4,2023-05-12 08:11:13,2023-05-12 08:44:35,27.809,54.11,100,DCFC,North Justin,3.67
1599,31,6,2023-12-18 15:12:42,2023-12-19 11:37:54,38.798,21.99,65.34,Level1,Caseyfort,8.39
1600,11,10,2023-09-15 09:19:43,2023-09-15 17:38:00,15.779,19.9,53.33,Level1,West Lori,4.47
1601,11,35,2024-02-11 20:53:35,2024-02-12 04:54:07,15.217,43.19,75.43,Level1,Melanieview,3.69
1602,46,13,2024-01-04 19:26:38,2024-01-04 19:44:36,14.974,30.21,53.57,DCFC,Perezstad,2.39
1603,40,38,2024-11-10 07:10:32,2024-11-11 09:02:23,49.142,22.8,78.58,Level1,New Ericamouth,6.72
1604,45,18,2024-07-29 20:43:44,2024-07-30 20:17:25,44.767,43.83,100,Level1,Lauramouth,11.42
1605,21,12,2024-03-30 01:47:05,2024-03-30 02:36:04,40.823,29.0,83.43,DCFC,Lake Linda,10.35
1606,21,24,2024-06-28 16:37:10,2024-06-28 17:03:10,21.675,15.31,44.21,DCFC,Simpsonfort,6.58
1607,15,15,2023-10-31 05:55:14,2023-10-31 06:40:42,37.895,52.75,100,DCFC,East Richardborough,7.56
1608,31,14,2024-05-10 11:54:35,2024-05-11 11:03:59,43.998,21.85,71.01,Level1,West Jacobfurt,7.11
1609,30,35,2023-08-07 18:34:38,2023-08-07 18:47:54,11.063,47.07,71.93,DCFC,West Deniseburgh,3.5
1610,35,12,2023-01-15 11:52:59,2023-01-15 15:54:40,29.002,24.92,76.71,Level2,East Sherri,8.39
1611,46,7,2024-09-15 04:03:31,2024-09-15 04:23:18,16.493,51.72,77.45,DCFC,Port Jenniferburgh,1.84
1612,34,35,2024-04-11 09:46:32,2024-04-11 10:12:43,21.823,30.5,71.29,DCFC,Rachelfurt,5.39
1613,27,29,2023-04-07 07:48:49,2023-04-07 08:54:42,54.915,12.0,87.02,DCFC,Mathewsfort,7.92
1614,2,16,2023-08-11 07:25:04,2023-08-11 13:16:20,42.152,29.98,100,Level2,West Connor,4.6
1615,50,37,2024-02-29 03:24:22,2024-02-29 04:02:23,31.682,33.15,80.72,DCFC,Batesland,5.05
1616,23,27,2023-07-20 09:00:00,2023-07-20 15:25:35,46.27,37.97,96.54,Level2,Lake Elizabethville,9.81
1617,41,35,2024-03-26 14:41:07,2024-03-26 15:11:07,25.005,40.48,90.59,DCFC,Port Chadfort,5.76
1618,4,16,2024-06-30 09:35:49,2024-06-30 10:08:47,27.477,53.35,100,DCFC,Cheryltown,6.99
1619,28,18,2023-10-15 08:14:23,2023-10-15 08:39:11,20.678,42.64,78.23,DCFC,Port Laurahaven,4.16
1620,1,37,2024-12-25 21:27:35,2024-12-26 00:48:54,24.158,22.73,74.46,Level2,North Richard,3.94
1621,31,18,2023-04-04 15:42:37,2023-04-04 21:17:07,40.141,28.75,73.6,Level2,Aaronchester,12.86
1622,4,4,2024-01-19 04:03:12,2024-01-19 04:32:20,24.29,58.76,100,DCFC,Johnsonville,8.12
1623,21,13,2024-05-15 03:24:53,2024-05-15 09:09:04,41.303,22.33,77.4,Level2,South Joshua,7.79
1624,4,21,2024-03-04 14:51:46,2024-03-04 17:47:26,21.08,28.79,64.58,Level2,Herrerahaven,2.76
1625,31,14,2024-06-01 22:21:11,2024-06-02 06:10:23,56.304,37.09,100,Level2,East Roberttown,15.87
1626,25,38,2023-01-15 13:06:53,2023-01-17 00:44:52,67.703,11.77,84.18,Level1,South Stephanieville,17.05
1627,19,35,2024-10-23 14:28:39,2024-10-24 09:02:52,35.284,22.99,61.51,Level1,Lambertville,4.55
1628,18,15,2024-01-03 01:55:09,2024-01-03 22:03:53,38.277,31.87,77.33,Level1,Kennedyshire,9.24
1629,46,38,2023-11-29 20:44:44,2023-11-30 10:25:33,25.993,59.45,100,Level1,East Danielmouth,8.18
1630,18,13,2024-01-10 10:06:14,2024-01-10 11:15:32,57.753,30.49,99.08,DCFC,South Mikeshire,9.2
1631,31,36,2024-12-13 10:33:52,2024-12-14 14:19:41,52.751,14.05,72.99,Level1,Murrayview,16.2
1632,21,2,2023-07-08 02:50:21,2023-07-08 12:38:11,18.615,36.07,60.89,Level1,New Adamview,3.3
1633,45,25,2024-11-01 03:36:54,2024-11-01 07:10:53,25.679,28.3,60.52,Level2,Josephstad,7.67
1634,19,18,2024-08-30 03:40:07,2024-08-30 16:48:55,24.979,14.75,42.02,Level1,New Samuelville,6.7
1635,21,3,2024-08-14 16:34:56,2024-08-14 22:36:59,43.447,38.14,96.07,Level2,North Collin,10.76
1636,18,29,2023-01-19 07:29:32,2023-01-19 11:50:25,31.306,52.67,89.85,Level2,Johnsonfort,10.22
1637,37,12,2024-02-27 00:14:51,2024-02-27 01:01:25,38.818,44.24,86.85,DCFC,Lake Jenniferstad,8.58
1638,46,36,2023-08-31 12:41:29,2023-09-01 02:32:36,26.319,58.94,100,Level1,Kimstad,8.63
1639,14,31,2024-11-24 16:03:28,2024-11-24 16:16:37,10.967,55.61,78.65,DCFC,New Mirandaport,1.81
1640,46,24,2023-09-17 13:03:32,2023-09-17 18:22:48,38.313,12.92,72.69,Level2,South Samantha,6.41
1641,22,20,2024-04-01 06:31:50,2024-04-01 07:39:39,56.52,26.77,86.14,DCFC,Rebekahland,10.18
1642,35,25,2024-07-12 20:36:00,2024-07-12 23:44:09,22.579,59.68,100,Level2,Port Julie,3.01
1643,17,39,2023-06-06 09:59:13,2023-06-06 10:15:05,13.229,44.21,72.06,DCFC,South Jennifertown,4.53
1644,50,38,2024-12-07 21:19:29,2024-12-08 12:57:03,29.69,55.42,100,Level1,Colleenchester,9.69
1645,27,17,2024-07-16 13:14:22,2024-07-16 13:50:57,30.488,58.35,100,DCFC,Nicoleville,9.23
1646,49,3,2024-07-07 14:24:54,2024-07-08 14:51:59,46.458,19.21,73.42,Level1,Kimberlyview,5.95
1647,17,3,2023-12-31 17:33:44,2023-12-31 21:56:50,31.573,27.45,93.92,Level2,Tracybury,7.76
1648,46,21,2023-10-31 11:52:16,2023-10-31 12:12:33,16.916,54.17,80.56,DCFC,Dannyville,2.22
1649,34,3,2024-12-23 12:08:57,2024-12-23 23:41:58,21.946,45.85,86.87,Level1,Port Savannah,2.81
1650,21,14,2023-10-10 15:41:17,2023-10-10 16:20:34,32.737,48.38,92.03,DCFC,Lake Lanceville,4.9
1651,19,27,2023-10-14 00:04:21,2023-10-14 06:03:02,43.043,42.62,89.61,Level2,Port Cherylside,13.36
1652,8,38,2023-07-23 21:47:28,2023-07-24 09:34:27,22.388,29.08,70.31,Level1,South Angela,3.7
1653,21,5,2023-03-02 08:18:51,2023-03-02 08:44:34,21.435,55.51,84.09,DCFC,Salinasview,6.09
1654,9,37,2024-04-14 08:25:51,2024-04-14 23:18:39,28.272,27.1,69.36,Level1,New Christinaburgh,4.02
1655,29,5,2024-08-25 22:54:13,2024-08-25 23:17:33,19.453,34.56,74.26,DCFC,Joseside,3.97
1656,1,40,2023-06-01 08:28:54,2023-06-01 17:03:00,16.28,32.65,67.51,Level1,North Joychester,2.34
1657,27,20,2024-02-11 08:10:40,2024-02-11 12:30:09,31.139,41.6,84.14,Level2,Heatherview,9.1
1658,48,29,2024-12-13 01:19:46,2024-12-13 19:38:54,34.806,18.98,54.46,Level1,New Joshua,6.33
1659,24,22,2024-12-19 03:44:01,2024-12-19 07:22:28,26.214,17.71,45.45,Level2,East Jane,7.48
1660,11,39,2023-01-09 08:11:39,2023-01-09 11:35:57,24.516,19.18,71.12,Level2,West Tannerstad,4.9
1661,38,8,2024-05-27 14:47:03,2024-05-28 04:19:38,25.732,58.16,100,Level1,Oconnorport,7.56
1662,26,5,2024-12-08 03:34:05,2024-12-08 04:20:14,38.46,24.44,100,DCFC,Butlerbury,10.76
1663,35,29,2024-01-14 03:08:23,2024-01-14 05:12:36,14.907,56.45,83.07,Level2,Atkinsshire,2.73
1664,40,38,2024-10-14 07:12:49,2024-10-15 00:08:01,32.148,55.2,91.69,Level1,Gomezborough,3.63
1665,28,19,2023-04-22 05:03:18,2023-04-22 05:45:41,35.331,32.99,93.8,DCFC,East David,10.9
1666,28,17,2023-08-08 22:28:35,2023-08-09 11:18:47,24.39,55.06,97.04,Level1,Pattersonton,7.04
1667,13,15,2024-02-14 21:55:58,2024-02-15 00:24:47,17.859,28.83,58.3,Level2,Kenttown,4.86
1668,17,1,2024-09-20 08:53:37,2024-09-20 09:07:25,11.5,16.26,40.47,DCFC,Stricklandchester,1.93
1669,23,30,2024-03-27 21:27:09,2024-03-27 22:14:07,39.145,50.45,100,DCFC,East Nicolemouth,9.23
1670,33,30,2024-04-26 09:12:24,2024-04-27 12:44:51,52.328,40.37,97.31,Level1,West Adam,8.63
1671,7,2,2023-03-12 14:53:29,2023-03-12 15:29:21,29.895,47.59,86.72,DCFC,North Jamesland,6.23
1672,26,5,2023-02-03 15:55:50,2023-02-03 20:31:58,33.136,34.9,100,Level2,Port Michaelfort,8.03
1673,39,27,2024-05-13 15:02:36,2024-05-14 03:46:41,24.196,58.21,100,Level1,Port Alex,4.05
1674,19,39,2024-06-27 10:54:21,2024-06-27 14:33:48,26.335,35.7,64.45,Level2,South Debraton,3.64
1675,31,30,2023-07-15 18:33:28,2023-07-15 21:48:08,23.36,23.35,49.45,Level2,Gregorymouth,2.52
1676,37,16,2024-02-11 22:09:21,2024-02-12 01:41:00,25.399,28.1,55.98,Level2,Hillview,4.32
1677,8,26,2024-10-28 18:53:11,2024-10-28 23:51:06,35.751,34.16,100,Level2,Lake Leeport,10.12
1678,39,12,2023-04-16 23:16:42,2023-04-17 06:36:37,13.931,45.73,69.79,Level1,East Josehaven,3.74
1679,44,22,2024-12-05 03:08:42,2024-12-05 08:30:22,38.601,50.76,93.89,Level2,North Alicia,6.05
1680,5,3,2023-01-16 03:44:12,2023-01-17 07:11:32,52.166,14.72,83.54,Level1,Port Christina,7.99
1681,42,37,2024-08-21 00:29:44,2024-08-21 00:47:49,15.08,39.55,59.63,DCFC,Nathanside,4.95
1682,49,7,2023-10-12 01:20:15,2023-10-12 09:09:49,56.348,34.25,100,Level2,North Carlshire,8.91
1683,26,17,2023-04-27 19:31:49,2023-04-27 20:00:25,23.836,53.17,100,DCFC,Burgessstad,6.43
1684,40,5,2024-07-19 01:30:56,2024-07-19 19:33:59,34.297,50.24,89.17,Level1,Lake Donaldberg,11.52
1685,38,39,2024-12-20 18:44:22,2024-12-20 22:17:25,25.566,14.21,55.78,Level2,Donnaland,8.9
1686,36,17,2023-12-13 10:53:37,2023-12-14 09:49:42,43.576,30.33,99.28,Level1,South Josefurt,9.44
1687,46,7,2024-02-17 14:41:25,2024-02-17 18:06:29,24.608,21.3,59.69,Level2,Ortegaview,6.58
1688,20,16,2024-07-20 16:59:13,2024-07-20 17:34:21,29.29,47.32,100,DCFC,East Deborahfort,9.16
1689,14,27,2023-12-27 21:55:54,2023-12-27 22:13:52,14.984,42.19,73.67,DCFC,Blackburnside,1.65
1690,30,40,2023-09-19 18:30:30,2023-09-20 04:28:34,18.939,54.22,96.78,Level1,West Angelica,5.0
1691,1,27,2023-01-05 16:56:55,2023-01-05 17:17:44,17.349,14.81,51.96,DCFC,West Josephhaven,4.68
1692,33,11,2024-10-03 08:53:39,2024-10-03 11:31:11,18.904,17.84,38.41,Level2,South Amy,3.92
1693,40,30,2024-10-11 01:53:37,2024-10-11 02:41:59,40.306,54.25,100,DCFC,Phillipsshire,11.97
1694,19,35,2024-05-07 17:18:47,2024-05-07 18:12:20,44.628,51.28,100,DCFC,Jenkinshaven,5.06
1695,4,35,2023-11-08 19:54:54,2023-11-08 20:27:14,26.947,53.5,99.25,DCFC,New Lisafort,5.1
1696,36,3,2023-09-04 23:16:22,2023-09-05 05:35:24,45.485,24.2,96.17,Level2,Catherinefort,15.54
1697,7,20,2024-09-03 10:59:03,2024-09-04 04:56:18,34.113,39.06,83.71,Level1,West Marcview,8.41
1698,35,22,2024-05-08 07:48:39,2024-05-08 12:31:52,33.986,39.31,100,Level2,Dennisville,11.78
1699,35,15,2023-04-07 14:49:35,2023-04-07 16:55:49,15.148,21.5,48.55,Level2,Kevintown,5.05
1700,40,8,2023-01-21 10:39:26,2023-01-21 19:07:59,61.027,28.31,97.58,Level2,Benjaminton,11.49
1701,35,7,2024-07-12 18:31:25,2024-07-13 09:25:00,28.297,49.47,100,Level1,South Michael,4.69
1702,8,35,2024-05-29 20:09:06,2024-05-29 20:45:41,30.495,43.84,100,DCFC,Kellyborough,3.21
1703,24,14,2024-06-10 12:19:57,2024-06-10 12:52:22,27.018,46.31,74.9,DCFC,Donaldfurt,6.68
1704,9,14,2023-03-05 13:52:42,2023-03-05 18:47:43,35.403,16.01,68.93,Level2,East Michael,6.45
1705,44,32,2024-04-04 11:36:40,2024-04-04 14:47:49,22.939,54.69,80.32,Level2,Jonestown,8.0
1706,19,6,2024-12-13 09:11:45,2024-12-13 16:20:58,51.507,43.77,100,Level2,Denisefurt,16.41
1707,17,14,2024-05-26 02:32:04,2024-05-26 14:13:37,22.216,53.23,100,Level1,Juanstad,2.79
1708,50,3,2024-07-03 08:43:42,2024-07-03 11:12:00,17.796,51.68,78.4,Level2,West Nicoleberg,2.52
1709,11,18,2023-10-09 06:56:41,2023-10-09 07:31:12,28.768,10.61,71.56,DCFC,New Steven,8.37
1710,47,26,2023-07-28 17:40:28,2023-07-28 23:40:42,43.228,19.15,86.8,Level2,South Michael,7.66
1711,27,36,2023-01-25 07:16:26,2023-01-25 09:55:02,19.032,18.45,44.45,Level2,West Davidbury,3.77
1712,32,22,2024-06-07 23:16:29,2024-06-07 23:34:37,15.113,58.4,80.56,DCFC,Susanland,2.0
1713,1,39,2024-07-23 16:44:19,2024-07-23 17:04:09,16.541,40.98,76.4,DCFC,Michaelland,3.28
1714,30,27,2024-10-22 12:25:09,2024-10-23 04:29:51,30.549,31.35,100,Level1,Moranmouth,6.49
1715,37,9,2023-09-25 18:15:53,2023-09-25 18:48:47,27.43,28.84,58.95,DCFC,South Isabel,4.96
1716,38,16,2023-04-01 23:05:03,2023-04-02 08:55:15,18.69,15.05,45.44,Level1,Marcustown,2.06
1717,9,3,2024-07-10 07:22:18,2024-07-10 08:04:03,34.795,47.99,100,DCFC,New Julieton,8.24
1718,2,29,2024-04-07 00:32:46,2024-04-07 02:39:11,15.17,21.72,46.92,Level2,Joseville,2.46
1719,4,9,2023-03-20 22:17:28,2023-03-20 22:53:23,29.933,49.18,100,DCFC,North Peggychester,10.24
1720,40,28,2023-11-26 10:44:48,2023-11-27 05:01:13,34.72,15.02,54.43,Level1,South Randyton,6.83
1721,20,32,2024-06-30 20:57:51,2024-07-01 13:04:34,30.613,44.94,100,Level1,Markshire,8.17
1722,36,6,2024-08-31 22:28:20,2024-08-31 23:28:02,49.757,11.91,90.64,DCFC,Howardburgh,13.59
1723,22,19,2023-09-23 02:01:51,2023-09-23 02:27:56,21.744,49.29,72.13,DCFC,Russobury,7.37
1724,14,5,2024-03-07 09:52:23,2024-03-08 02:04:55,30.797,17.9,82.6,Level1,East Sarahchester,4.97
1725,25,19,2024-03-29 01:09:16,2024-03-29 20:40:52,37.101,53.2,92.88,Level1,Macdonaldberg,11.35
1726,25,14,2024-11-15 06:40:32,2024-11-15 16:54:54,73.725,11.08,89.93,Level2,North Luisfurt,7.72
1727,19,2,2023-07-26 07:45:14,2023-07-26 08:40:30,46.066,35.48,85.77,DCFC,East Christopher,8.15
1728,35,38,2024-08-12 06:50:00,2024-08-12 07:21:10,25.973,23.09,69.47,DCFC,Torresshire,3.12
1729,31,34,2024-10-04 02:30:13,2024-10-04 03:42:09,59.956,33.01,100,DCFC,North Alyssastad,9.13
1730,37,23,2024-09-12 04:35:04,2024-09-12 08:51:17,30.746,36.13,69.88,Level2,Elizabethport,3.65
1731,43,31,2024-11-01 20:47:01,2024-11-02 01:23:10,33.139,58.68,100,Level2,Brendatown,5.13
1732,38,24,2024-05-31 23:01:13,2024-06-01 07:10:03,15.48,17.55,42.72,Level1,East Ryan,2.76
1733,41,6,2023-01-27 18:10:35,2023-01-28 07:55:31,26.123,47.65,100,Level1,South Tyrone,4.6
1734,28,26,2024-04-14 21:02:07,2024-04-15 01:26:37,31.74,38.55,93.18,Level2,Danielsfurt,8.04
1735,21,27,2024-02-03 12:32:35,2024-02-03 21:57:12,17.88,32.83,56.67,Level1,East Joseph,2.83
1736,10,33,2023-12-02 22:46:03,2023-12-02 23:29:15,36.012,46.49,100,DCFC,North Michael,9.1
1737,45,8,2024-09-02 05:55:52,2024-09-03 05:56:29,45.62,18.76,76.0,Level1,Tylerton,11.21
1738,21,32,2023-04-25 13:15:48,2023-04-26 04:53:26,29.692,40.63,80.22,Level1,Smithmouth,4.47
1739,13,27,2023-01-11 22:47:20,2023-01-11 23:16:28,24.288,42.6,82.68,DCFC,Carlsonbury,4.84
1740,39,33,2024-01-23 20:19:18,2024-01-24 00:16:09,28.423,50.91,100,Level2,New Joy,9.11
1741,16,1,2023-04-15 19:00:58,2023-04-15 19:33:26,27.057,54.83,100,DCFC,Lake Saraburgh,8.0
1742,23,20,2023-02-21 08:09:44,2023-02-21 10:47:16,18.905,25.27,49.2,Level2,Andradeville,5.76
1743,7,19,2024-12-09 19:21:36,2024-12-09 22:19:56,21.4,46.43,74.44,Level2,Lake Jacquelinestad,7.17
1744,8,28,2024-12-24 08:53:19,2024-12-24 15:09:21,11.908,41.36,63.29,Level1,Waltersmouth,1.33
1745,46,4,2024-12-14 23:58:02,2024-12-15 16:08:38,30.736,46.8,94.75,Level1,New Melinda,4.97
1746,2,36,2023-02-21 20:44:32,2023-02-22 03:05:45,45.746,13.97,89.96,Level2,North Rebecca,14.85
1747,24,16,2023-06-13 10:31:19,2023-06-13 11:27:29,46.806,39.06,88.59,DCFC,Port Sheilatown,9.67
1748,37,24,2023-12-03 06:38:48,2023-12-03 07:33:07,45.268,16.33,66.02,DCFC,Garciamouth,8.18
1749,24,34,2023-05-08 12:05:52,2023-05-09 03:40:49,29.607,11.92,43.25,Level1,New Christyside,4.73
1750,17,36,2023-01-15 03:50:45,2023-01-15 13:15:11,17.874,42.87,80.5,Level1,Danashire,4.51
1751,37,14,2023-10-14 09:32:27,2023-10-15 10:31:33,47.472,47.89,100,Level1,Lake Raven,14.81
1752,29,15,2023-12-13 07:48:06,2023-12-13 09:33:32,12.652,40.76,66.58,Level2,Williamsmouth,3.08
1753,12,9,2024-07-18 11:43:14,2024-07-18 15:10:31,24.875,55.5,100,Level2,West Jessica,4.3
1754,15,32,2023-12-23 04:14:50,2023-12-24 01:05:27,39.603,50.62,100,Level1,West Michaelchester,8.87
1755,18,9,2024-12-30 01:19:38,2024-12-30 01:41:40,18.364,55.08,76.89,DCFC,Lorraineland,3.1
